naiveNormErr;naiveRevErr;smartNormErr;smartRevErr
0,27865247955551825000000000000000;0,27865247955551825000000000000000;0,27865247955551825000000000000000;0,27865247955551825000000000000000
0,09831559944439784000000000000000;0,09831559944439784000000000000000;0,09831559944439784000000000000000;0,09831559944439784000000000000000
0,03820330607402442000000000000000;0,03820330607402442000000000000000;0,03820330607402442000000000000000;0,03820330607402442000000000000000
0,01566119606013436000000000000000;0,01566119606013436000000000000000;0,01566119606013436000000000000000;0,01566119606013436000000000000000
0,00664435205457837300000000000000;0,00664435205457837300000000000000;0,00664435205457837300000000000000;0,00664435205457837300000000000000
0,00288733371893008360000000000000;0,00288733371892992360000000000000;0,00288733371893008360000000000000;0,00288733371892992360000000000000
0,00127718300365226850000000000000;0,00127718300365210840000000000000;0,00127718300365226850000000000000;0,00127718300365210840000000000000
0,00057274206571820440000000000000;0,00057274206571804420000000000000;0,00057274206571820440000000000000;0,00057274206571804420000000000000
0,00025965720441424703000000000000;0,00025965720441408690000000000000;0,00025965720441424703000000000000;0,00025965720441408690000000000000
0,00011876901682740217000000000000;0,00011876901682708183000000000000;0,00011876901682740217000000000000;0,00011876901682708183000000000000
0,00005472893156072731000000000000;0,00005472893156040696000000000000;0,00005472893156072731000000000000;0,00005472893156040696000000000000
0,00002537722581342124000000000000;0,00002537722581326107000000000000;0,00002537722581342124000000000000;0,00002537722581326107000000000000
0,00001183028469934158400000000000;0,00001183028469902124200000000000;0,00001183028469934158400000000000;0,00001183028469902124200000000000
0,00000554063346771879500000000000;0,00000554063346755862400000000000;0,00000554063346771879500000000000;0,00000554063346755862400000000000
0,00000260546289303624000000000000;0,00000260546289287606880000000000;0,00000260546289303624000000000000;0,00000260546289287606880000000000
0,00000122960168613377100000000000;0,00000122960168597360000000000000;0,00000122960168613377100000000000;0,00000122960168597360000000000000
0,00000058213758875848150000000000;0,00000058213758843813890000000000;0,00000058213758875848150000000000;0,00000058213758843813890000000000
0,00000027639065385567250000000000;0,00000027639065369550120000000000;0,00000027639065385567250000000000;0,00000027639065369550120000000000
0,00000013156315843440504000000000;0,00000013156315827423373000000000;0,00000013156315843440504000000000;0,00000013156315827423373000000000
0,00000006277009802521307000000000;0,00000006277009786504175000000000;0,00000006277009802521307000000000;0,00000006277009786504175000000000
0,00000003001149789137739000000000;0,00000003001149773120607000000000;0,00000003001149789137739000000000;0,00000003001149773120607000000000
0,00000001437671146386490900000000;0,00000001437671114352225800000000;0,00000001437671146386490900000000;0,00000001437671114352225800000000
0,00000000689920492550427100000000;0,00000000689920476533294600000000;0,00000000689920492550427100000000;0,00000000689920476533294600000000
0,00000000331623308591953270000000;0,00000000331623276557688240000000;0,00000000331623308591953270000000;0,00000000331623276557688240000000
0,00000000159640661573256440000000;0,00000000159640629538991400000000;0,00000000159640661573256440000000;0,00000000159640629538991400000000
0,00000000076956699740639210000000;0,00000000076956667706374160000000;0,00000000076956699740639210000000;0,00000000076956667706374160000000
0,00000000037145908641756566000000;0,00000000037145860590359010000000;0,00000000037145908641756566000000;0,00000000037145860590359010000000
0,00000000017951409493475592000000;0,00000000017951377459210555000000;0,00000000017951409493475592000000;0,00000000017951377459210555000000
0,00000000008685097902877967000000;0,00000000008685065868612929000000;0,00000000008685097902877967000000;0,00000000008685065868612929000000
0,00000000004206387307894330000000;0,00000000004206339256496773000000;0,00000000004206387307894330000000;0,00000000004206339256496773000000
0,00000000002039269278063538600000;0,00000000002039221226665981400000;0,00000000002039269278063538600000;0,00000000002039221226665981400000
0,00000000000989570481293466200000;0,00000000000989522429895909000000;0,00000000000989570481293466200000;0,00000000000989522429895909000000
0,00000000000480626095499871200000;0,00000000000480594061234833100000;0,00000000000480626095499871200000;0,00000000000480594061234833100000
0,00000000000233641912055741000000;0,00000000000233593860658183800000;0,00000000000233641912055741000000;0,00000000000233593860658183800000
0,00000000000113673589487872360000;0,00000000000113641555222834210000;0,00000000000113673589487872360000;0,00000000000113641555222834210000
0,00000000000055355209985921780000;0,00000000000055307158588364560000;0,00000000000055355209985921780000;0,00000000000055307158588364560000
0,00000000000026988868294640680000;0,00000000000026940816897083457000;0,00000000000026988868294640680000;0,00000000000026940816897083457000
0,00000000000013182100063198387000;0,00000000000013134048665641164000;0,00000000000013182100063198387000;0,00000000000013134048665641164000
0,00000000000006454904405187059000;0,00000000000006406853007629836000;0,00000000000006454904405187059000;0,00000000000006406853007629836000
0,00000000000003171392238776769000;0,00000000000003123340841219545000;0,00000000000003171392238776769000;0,00000000000003123340841219545000
0,00000000000001569678986869309800;0,00000000000001521627589312086000;0,00000000000001569678986869309800;0,00000000000001521627589312086000
0,00000000000000784839493434654900;0,00000000000000752805228396505700;0,00000000000000784839493434654900;0,00000000000000752805228396505700
0,00000000000000400428312976864750;0,00000000000000368394047938715600;0,00000000000000400428312976864750;0,00000000000000368394047938715600
0,00000000000000208222722747969670;0,00000000000000176188457709820490;0,00000000000000208222722747969670;0,00000000000000176188457709820490
0,00000000000000112119927633522130;0,00000000000000080085662595372950;0,00000000000000112119927633522130;0,00000000000000080085662595372950
0,00000000000000064068530076298350;0,00000000000000048051397557223770;0,00000000000000064068530076298350;0,00000000000000048051397557223770
0,00000000000000048051397557223770;0,00000000000000016017132519074588;0,00000000000000048051397557223770;0,00000000000000016017132519074588
0,00000000000000032034265038149176;0,00000000000000016017132519074588;0,00000000000000032034265038149176;0,00000000000000016017132519074588
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
0,00000000000000032034265038149176;0,00000000000000000000000000000000;0,00000000000000032034265038149176;0,00000000000000000000000000000000
